Experiment,lab,Language,Subject,Sex,KL,Age_months,Age_years,method,cite,typical
Barner_Takasaki_2009,Barner,Japanese,12_BarnerJapanese1,NA,CP,57,4.75,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,13_BarnerJapanese1,NA,CP,58,4.833333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,14_BarnerJapanese1,NA,CP,58,4.833333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,15_BarnerJapanese1,NA,CP,58,4.833333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,16_BarnerJapanese1,NA,CP,54,4.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,17_BarnerJapanese1,NA,CP,52,4.333333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,18_BarnerJapanese1,NA,CP,49,4.083333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,19_BarnerJapanese1,NA,CP,51,4.25,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,20_BarnerJapanese1,NA,CP,53,4.416666666666667,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,21_BarnerJapanese1,NA,CP,53,4.416666666666667,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,22_BarnerJapanese1,NA,CP,55,4.583333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,23_BarnerJapanese1,NA,CP,55,4.583333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,25_BarnerJapanese1,NA,CP,54,4.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,26_BarnerJapanese1,NA,CP,54,4.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,27_BarnerJapanese1,NA,CP,54,4.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,29_BarnerJapanese1,NA,CP,53,4.416666666666667,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,31_BarnerJapanese1,NA,CP,59,4.916666666666667,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,32_BarnerJapanese1,NA,CP,55,4.583333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,33_BarnerJapanese1,NA,CP,55,4.583333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,34_BarnerJapanese2,NA,CP,49,4.083333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,36_BarnerJapanese2,NA,CP,54,4.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,37_BarnerJapanese1,NA,CP,58,4.833333333333333,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,48_BarnerJapanese2,NA,CP,40,3.3333333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,49_BarnerJapanese1,NA,CP,42,3.5,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,54_BarnerJapanese2,NA,CP,44,3.6666666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,55_BarnerJapanese1,NA,CP,46,3.8333333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,57_BarnerJapanese1,NA,CP,46,3.8333333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,59_BarnerJapanese1,NA,CP,46,3.8333333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,60_BarnerJapanese2,NA,CP,48,4,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,62_BarnerJapanese2,NA,CP,44,3.6666666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,64_BarnerJapanese2,NA,CP,46,3.8333333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,65_BarnerJapanese1,NA,CP,48,4,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,71_BarnerJapanese1,NA,CP,41,3.4166666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,73_BarnerJapanese1,NA,CP,40,3.3333333333333335,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,77_BarnerJapanese1,NA,CP,47,3.9166666666666665,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Takasaki_2009,Barner,Japanese,78_BarnerJapanese2,NA,CP,48,4,titrated,"Barner, D., Libenson, A., Cheung, P., & Takasaki, M. (2009). Cross-linguistic relations between quantifiers and numerals in language acquisition: Evidence from Japanese. Journal of experimental child psychology, 103(4), 421-440.",typical
Barner_Yang_2009,Barner,English,4,NA,2,36,3,titrated,"Barner, D., Chow, K., & Yang, S. J. (2009). Finding one’s meaning: A test of the relation between quantifiers and integers in language development. Cognitive psychology, 58(2), 195-219.",typical
Barner_Yang_2009,Barner,English,5,NA,2,35,2.9166666666666665,titrated,"Barner, D., Chow, K., & Yang, S. J. (2009). Finding one’s meaning: A test of the relation between quantifiers and integers in language development. Cognitive psychology, 58(2), 195-219.",typical
Barner_Yang_2009,Barner,English,6,NA,2,33,2.75,titrated,"Barner, D., Chow, K., & Yang, S. J. (2009). Finding one’s meaning: A test of the relation between quantifiers and integers in language development. Cognitive psychology, 58(2), 195-219.",typical
Barner_Yang_2009,Barner,English,7,NA,0,35,2.9166666666666665,titrated,"Barner, D., Chow, K., & Yang, S. J. (2009). Finding one’s meaning: A test of the relation between quantifiers and integers in language development. Cognitive psychology, 58(2), 195-219.",typical
Barner_Yang_2009,Barner,English,8,NA,0,33,2.75,titrated,"Barner, D., Chow, K., & Yang, S. J. (2009). Finding one’s meaning: A test of the relation between quantifiers and integers in language development. Cognitive psychology, 58(2), 195-219.",typical
Barner_Yang_2009,Barner,English,9,NA,3,33,2.75,titrated,"Barner, D., Chow, K., & Yang, S. J. (2009). Finding one’s meaning: A test of the relation between quantifiers and integers in language development. Cognitive psychology, 58(2), 195-219.",typical
Barner_Yang_2009,Barner,English,10,NA,2,34,2.8333333333333335,titrated,"Barner, D., Chow, K., & Yang, S. J. (2009). Finding one’s meaning: A test of the relation between quantifiers and integers in language development. Cognitive psychology, 58(2), 195-219.",typical
Barner_Yang_2009,Barner,English,10,NA,2,30,2.5,titrated,"Barner, D., Chow, K., & Yang, S. J. (2009). Finding one’s meaning: A test of the relation between quantifiers and integers in language development. Cognitive psychology, 58(2), 195-219.",typical
Barner_Yang_2009,Barner,English,11,NA,2,35,2.9166666666666665,titrated,"Barner, D., Chow, K., & Yang, S. J. (2009). Finding one’s meaning: A test of the relation between quantifiers and integers in language development. Cognitive psychology, 58(2), 195-219.",typical
Barner_Yang_2009,Barner,English,12,NA,2,40,3.3333333333333335,titrated,"Barner, D., Chow, K., & Yang, S. J. (2009). Finding one’s meaning: A test of the relation between quantifiers and integers in language development. Cognitive psychology, 58(2), 195-219.",typical
Barner_Yang_2009,Barner,English,13,NA,2,38,3.1666666666666665,titrated,"Barner, D., Chow, K., & Yang, S. J. (2009). Finding one’s meaning: A test of the relation between quantifiers and integers in language development. Cognitive psychology, 58(2), 195-219.",typical
Barner_Yang_2009,Barner,English,14,NA,2,34,2.8333333333333335,titrated,"Barner, D., Chow, K., & Yang, S. J. (2009). Finding one’s meaning: A test of the relation between quantifiers and integers in language development. Cognitive psychology, 58(2), 195-219.",typical
